panelist-id,age,gender,children,marital,Household Size,Social Class,Working Status,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type
40720,16-24,F,0,single,4 people,C1,8-29 hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
73812,35-44,M,0,single,1 person,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
36466,35-44,M,0,single,3 people,D,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
82303,25-34,F,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15873,25-34,M,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
16328,45-64,M,0,single,1 person,AB,less than 8 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20086,35-44,F,2,married,4 people,AB,8-29 hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
55866,45-64,M,2,married,4 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
14929,45-64,M,0,single,1 person,C2,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
86780,45-64,F,0,single,1 person,AB,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44539,45-64,M,0,married,2 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
61305,45-64,F,0,married,2 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
55618,35-44,F,2,married,4 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
92838,45-64,M,2,married,4 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
74271,45-64,M,0,single,1 person,D,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15581,45-64,F,0,single,1 person,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
55942,45-64,F,0,married,5 people,D,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
55265,45-64,M,0,married,5 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
93533,16-24,F,0,single,5 people,D,f.t. education / under school,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
36297,16-24,M,0,single,5 people,D,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
44397,16-24,M,0,single,5 people,D,f.t. education / under school,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
20025,45-64,M,1,married,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
70721,45-64,F,1,married,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
54887,35-44,F,1,married,4 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
86786,16-24,M,1,single,4 people,C1,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
32274,25-34,M,1,married,4 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
87867,35-44,F,0,single,3 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
92225,45-64,F,0,married,2 people,AB,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
33811,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
16833,45-64,F,0,single,1 person,AB,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
70282,35-44,M,0,married,2 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
40292,35-44,M,0,married,2 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
91739,35-44,F,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91163,45-64,F,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44492,35-44,M,0,married,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
76406,35-44,F,0,married,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
95236,45-64,M,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
61938,45-64,M,0,single,1 person,E,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
80875,45-64,M,1,married,3 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
42621,45-64,F,1,married,3 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31239,45-64,M,0,married,3 people,C2,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
51718,45-64,F,0,married,3 people,C2,No paid work,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
93091,16-24,F,0,single,3 people,C2,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
53794,35-44,F,0,married,2 people,C1,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
36048,45-64,M,0,married,2 people,C1,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
41761,35-44,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
93786,35-44,F,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
67343,45-64,M,0,single,3 people,C1,No paid work,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
57570,45-64,M,1,married,5 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75308,45-64,F,1,married,5 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20404,25-34,M,1,single,5 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37489,16-24,M,1,single,5 people,C2,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15958,25-34,F,0,single,3 people,C1,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
61478,45-64,F,0,single,3 people,C1,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
85328,35-44,F,0,single,3 people,C1,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
80160,45-64,M,0,single,1 person,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
97108,35-44,M,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
71932,45-64,F,0,married,4 people,C1,No paid work,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
36511,25-34,M,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
96384,45-64,M,0,married,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
22901,45-64,F,0,married,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
92865,45-64,F,0,single,2 people,D,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
83050,25-34,F,0,single,2 people,D,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72996,45-64,F,0,single,2 people,C1,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
87475,25-34,M,0,single,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
36062,45-64,F,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41655,45-64,M,0,married,2 people,AB,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57404,45-64,M,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
62995,45-64,F,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
10592,35-44,F,1,single,4 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
47518,16-24,F,1,single,4 people,C1,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
47687,16-24,M,1,single,4 people,C1,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15189,45-64,F,2,married,8 people,C2,8-29 hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
41085,45-64,M,2,married,8 people,C2,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
45741,35-44,F,2,single,8 people,C2,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31198,35-44,F,2,single,8 people,C2,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
67263,25-34,F,2,single,8 people,C2,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
96073,35-44,F,0,single,3 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
94765,45-64,M,0,married,5 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
94269,45-64,F,0,married,5 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
24735,25-34,F,0,single,5 people,C2,8-29 hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
34001,25-34,M,0,single,5 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
93298,16-24,F,0,single,5 people,C2,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
23996,45-64,F,0,married,3 people,C1,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
73745,45-64,M,0,married,3 people,C1,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
72916,16-24,F,0,single,3 people,C1,f.t. education / under school,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
61827,45-64,M,1,married,6 people,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
60138,45-64,F,1,married,6 people,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
56842,25-34,F,1,single,6 people,E,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
36796,16-24,F,1,single,6 people,E,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
81521,16-24,F,1,single,6 people,E,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
61433,25-34,F,1,married,3 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
44567,35-44,M,1,married,3 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
76195,45-64,M,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44494,45-64,F,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
85234,25-34,F,1,married,3 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
30868,25-34,M,1,married,3 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44716,35-44,M,1,married,5 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
93587,35-44,F,1,married,5 people,AB,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
73063,16-24,M,1,single,5 people,AB,f.t. education / under school,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
22301,35-44,M,1,single,5 people,AB,f.t. education / under school,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
10790,45-64,F,0,single,2 people,E,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
12314,25-34,F,0,single,2 people,E,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
62718,45-64,M,1,married,3 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
35390,45-64,F,1,married,3 people,C2,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43123,45-64,M,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
12743,45-64,F,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
96528,35-44,M,0,single,1 person,D,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
33480,35-44,F,1,married,4 people,C1,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
16250,35-44,M,1,married,4 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
